,t_5,rt_5,t_4,rt_4,t_3,rt_3,t_2,rt_2,t_1,rt_1,t_0,rt0,t1,rt1,t2,rt2,t3,rt3,t4,rt4,t5,rt5,avg_sent,sent_val,D0
10,2013-04-07,0.14306374040929293,2013-04-08,0.14421660426554794,2013-04-09,0.24367041842976866,2013-04-10,-0.30437968469859644,2013-04-11,-0.4959275208092052,2013-04-12,0.3942698482486606,2013-04-13,-0.145763732069904,2013-04-14,-0.08445518096172644,2013-04-15,-0.08803352520127461,2013-04-16,-0.1607226897994285,2013-04-17,0.3613012517629004,0.3182,pos,1
11,2013-04-21,-0.078441208520039,2013-04-22,0.06824041845893558,2013-04-23,0.12574025847601766,2013-04-24,0.08407671114139514,2013-04-25,-0.09630432924984711,2013-04-26,-0.028225482381855627,2013-04-27,-0.0685577994192661,2013-04-28,0.05227819674324086,2013-04-29,0.07140839453105952,2013-04-30,-0.030997792653194134,2013-05-01,-0.172534085013063,-0.29885,neg,0
12,2013-04-24,0.08407671114139514,2013-04-25,-0.09630432924984711,2013-04-26,-0.028225482381855627,2013-04-27,-0.0685577994192661,2013-04-28,0.05227819674324086,2013-04-29,0.07140839453105952,2013-04-30,-0.030997792653194134,2013-05-01,-0.172534085013063,2013-05-02,-0.07550484448723249,2013-05-03,-0.0921421071155003,2013-05-04,0.1748247278009838,0.2263,pos,1
13,2013-05-12,-0.004913320788945796,2013-05-13,0.022764864287167175,2013-05-14,-0.08452662329131788,2013-05-15,0.017914202135830504,2013-05-16,0.04683243176702323,2013-05-17,0.02423559001423259,2013-05-18,0.013795409636672362,2013-05-19,-0.013523615256570753,2013-05-20,0.006910240412376201,2013-05-21,-0.005035193617197065,2013-05-22,0.015231571844370517,-0.6486,neg,0
14,2013-05-25,-0.0010566053204775772,2013-05-26,0.0072285769795883414,2013-05-27,-0.030000107434431045,2013-05-28,-0.0028888876316714995,2013-05-29,0.02984051560570644,2013-05-30,-0.02346314495399937,2013-05-31,0.011020892713295982,2013-06-01,0.00933283961950182,2013-06-02,-0.047503774274474164,2013-06-03,0.0007123009636236244,2013-06-04,-0.02341612451029007,0.0258,pos,1
15,2013-07-13,0.019308144085251167,2013-07-14,-0.02216824827633368,2013-07-15,0.04204109188391181,2013-07-16,-0.021886742905649736,2013-07-17,-0.007246132661704929,2013-07-18,-0.06554735061374084,2013-07-19,0.01142576947319962,2013-07-20,-0.016199868564520048,2013-07-21,0.011681499228874515,2013-07-22,0.0005372636935070396,2013-07-23,0.01448815306623974,-0.10114999999999999,neg,0
16,2013-07-31,0.014811230861385472,2013-08-01,-0.015015327740920847,2013-08-02,-0.004209673020820093,2013-08-03,-0.007899817953797017,2013-08-04,0.009517375202481304,2013-08-05,0.012565129398051322,2013-08-06,0.0036965617284445695,2013-08-07,-0.008381240077922847,2013-08-08,-0.027801544006511913,2013-08-09,-0.016991953842426688,2013-08-10,0.010972600929121112,-0.3182,neg,0
17,2013-08-03,-0.007899817953797017,2013-08-04,0.009517375202481304,2013-08-05,0.012565129398051322,2013-08-06,0.0036965617284445695,2013-08-07,-0.008381240077922847,2013-08-08,-0.027801544006511913,2013-08-09,-0.016991953842426688,2013-08-10,0.010972600929121112,2013-08-11,0.009491224106057627,2013-08-12,0.014451930684714398,2013-08-13,0.02227765632933365,0.4019,pos,1
18,2013-08-04,0.009517375202481304,2013-08-05,0.012565129398051322,2013-08-06,0.0036965617284445695,2013-08-07,-0.008381240077922847,2013-08-08,-0.027801544006511913,2013-08-09,-0.016991953842426688,2013-08-10,0.010972600929121112,2013-08-11,0.009491224106057627,2013-08-12,0.014451930684714398,2013-08-13,0.02227765632933365,2013-08-14,0.01589434836988879,0.6124,pos,1
19,2013-08-06,0.0036965617284445695,2013-08-07,-0.008381240077922847,2013-08-08,-0.027801544006511913,2013-08-09,-0.016991953842426688,2013-08-10,0.010972600929121112,2013-08-11,0.009491224106057627,2013-08-12,0.014451930684714398,2013-08-13,0.02227765632933365,2013-08-14,0.01589434836988879,2013-08-15,-0.010972461143714085,2013-08-16,0.0023405628702255488,-0.2263,neg,0
20,2013-08-09,-0.016991953842426688,2013-08-10,0.010972600929121112,2013-08-11,0.009491224106057627,2013-08-12,0.014451930684714398,2013-08-13,0.02227765632933365,2013-08-14,0.01589434836988879,2013-08-15,-0.010972461143714085,2013-08-16,0.0023405628702255488,2013-08-17,0.00969865671749881,2013-08-18,-0.0008264743089873017,2013-08-19,0.03800805589074141,-0.42945,neg,0
21,2013-08-22,-0.011700260558943576,2013-08-23,-0.018997121967002872,2013-08-24,0.011327851863285332,2013-08-25,0.042635810394262785,2013-08-26,-0.011452836338289418,2013-08-27,0.0544671679172446,2013-08-28,0.0038770792577038637,2013-08-29,0.004489862499871933,2013-08-30,0.052425496076947464,2013-08-31,0.02868844726083397,2013-09-01,0.017053877995500955,-0.5255,neg,0
22,2013-09-11,0.03999455664040119,2013-09-12,-0.0023651605362399186,2013-09-13,0.005757968937480928,2013-09-14,-0.024811052442573645,2013-09-15,0.005914821418163907,2013-09-16,0.008464049366825321,2013-09-17,0.006364429841504204,2013-09-18,-0.0003019123784502309,2013-09-19,-0.021246338886373728,2013-09-20,-0.00931226228233617,2013-09-21,0.004759274661666035,0.3818,pos,1
23,2013-09-14,-0.024811052442573645,2013-09-15,0.005914821418163907,2013-09-16,0.008464049366825321,2013-09-17,0.006364429841504204,2013-09-18,-0.0003019123784502309,2013-09-19,-0.021246338886373728,2013-09-20,-0.00931226228233617,2013-09-21,0.004759274661666035,2013-09-22,-0.0034109633628461866,2013-09-23,-0.00123261803126673,2013-09-24,0.006902032532581259,0.2716,pos,1
24,2013-09-21,0.004759274661666035,2013-09-22,-0.0034109633628461866,2013-09-23,-0.00123261803126673,2013-09-24,0.006902032532581259,2013-09-25,-0.000498473390099452,2013-09-26,0.008866470876906396,2013-09-27,0.0165253896247477,2013-09-28,0.005476222118229845,2013-09-29,-0.0008600550260449147,2013-09-30,-0.007186245115546552,2013-10-01,0.010244488757634063,0.4019,pos,1
25,2013-09-27,0.0165253896247477,2013-09-28,0.005476222118229845,2013-09-29,-0.0008600550260449147,2013-09-30,-0.007186245115546552,2013-10-01,0.010244488757634063,2013-10-02,-0.183582033776585,2013-10-03,0.1285233277639064,2013-10-04,0.039348554192799146,2013-10-05,-0.004434821800046063,2013-10-06,0.009943715619588067,2013-10-07,0.012073405306715301,-0.6801,neg,0
26,2013-09-29,-0.0008600550260449147,2013-09-30,-0.007186245115546552,2013-10-01,0.010244488757634063,2013-10-02,-0.183582033776585,2013-10-03,0.1285233277639064,2013-10-04,0.039348554192799146,2013-10-05,-0.004434821800046063,2013-10-06,0.009943715619588067,2013-10-07,0.012073405306715301,2013-10-08,0.007867646181650034,2013-10-09,0.010908385524065922,-0.5106,neg,0
27,2013-10-02,-0.183582033776585,2013-10-03,0.1285233277639064,2013-10-04,0.039348554192799146,2013-10-05,-0.004434821800046063,2013-10-06,0.009943715619588067,2013-10-07,0.012073405306715301,2013-10-08,0.007867646181650034,2013-10-09,0.010908385524065922,2013-10-10,0.0048998228922461085,2013-10-11,0.0043123877586459525,2013-10-12,0.005169489861139853,-0.765,neg,0
28,2013-10-04,0.039348554192799146,2013-10-05,-0.004434821800046063,2013-10-06,0.009943715619588067,2013-10-07,0.012073405306715301,2013-10-08,0.007867646181650034,2013-10-09,0.010908385524065922,2013-10-10,0.0048998228922461085,2013-10-11,0.0043123877586459525,2013-10-12,0.005169489861139853,2013-10-13,0.0348931693913439,2013-10-14,0.023786988472861426,0.2732,pos,1
