time,btc,ada,algo,ant,bat,bch,bnb,bsv,btg,busd,cro,cvc,dai,dash,dcr,dgb,doge,drgn,elf,eos_eth,etc,eth,ftt,fun,fxc,gas,gno,gnt,gusd,hedg,ht,husd,knc,lend,leo_eos,leo_eth,link,loom,lpt,ltc,maid,mana,matic_eth,mkr,neo,nxm,omg,pax,paxg,pay,poly,powr,ppt,qash,qnt,ren,rep,sai,snt,snx,trx_eth,tusd,usdc,usdk,usdt,vtc,wtc,xem,xrp,xtz,xvg,zec,zrx
2015-05-29,62.55177755,,,,,,,,,,,,,190.1287381,,426.8737557,33.48963853,,,,,,,,,,,,,,,,,,,,,,,27.38047918,196.27260213,,,,,,,,,,,,,,,,,,,,,,,,9.067410739396,15.99623475,,224.6565907,630.301568990576,,650.30752811,,
2015-05-30,66.34264297,,,,,,,,,,,,,220.85300001,,293.85487729,51.49430139,,,,,,,,,,,,,,,,,,,,,,,36.12166464,6111.52631366,,,,,,,,,,,,,,,,,,,,,,,,20.71787498145,65.34829402,,344.55264827,2132.739858118952,,140.24010319,,
2015-05-31,83.61899809,,,,,,,,,,,,,127.15686275,,119.13015195,52.9591207,,,,,,,,,,,,,,,,,,,,,,,28.34237648,12668.73109008,,,,,,,,,,,,,,,,,,,,,,,,169.368004460355,82.44725324,,267.201977,5034.580066183549,,797.68774799,,
2015-06-01,47.84479737,,,,,,,,,,,,,123.76574238,,211.26286303,58.13483217,,,,,,,,,,,,,,,,,,,,,,,30.49651934,590.58130221,,,,,,,,,,,,,,,,,,,,,,,,59.059123546592,11.28295092,,3137.65562704,896.073836381848,,354.40579152,,
2015-06-02,55.48010082,,,,,,,,,,,,,117.17651367,,379.01334479,50.81869014,,,,,,,,,,,,,,,,,,,,,,,34.82813346,1635.5168249,,,,,,,,,,,,,,,,,,,,,,,,13.184043296172,30.66844044,,473.13500975,1151.679057863025,,487.27585178,,
2015-06-03,56.63939771,,,,,,,,,,,,,50.47001627,,277.47841573,50.13703443,,,,,,,,,,,,,,,,,,,,,,,32.28216072,1744.49790106,,,,,,,,,,,,,,,,,,,,,,,,49.170271302961,111.10069789,,1107.39775176,2077.309838004592,,442.91028387,,
2015-06-04,64.87760061,,,,,,,,,,,,,226.99552359,,194.58262053,90.07192112,,,,,,,,,,,,,,,,,,,,,,,39.16633097,2999.32009146,,,,,,,,,,,,,,,,,,,,,,,,144.884235017421,92.33655863,,564.75101313,1824.701326623981,,133.01837707,,
2015-06-05,64.00774273,,,,,,,,,,,,,395.15531126,,406.9748433,94.31306022,,,,,,,,,,,,,,,,,,,,,,,21.4607148,4315.44810619,,,,,,,,,,,,,,,,,,,,,,,,50227.29726080397,12.26599534,,705.42415118,1744.539480719074,,368.85201982,,
2015-06-06,90.98767088,,,,,,,,,,,,,285.8548368,,539.59796246,76.19190768,,,,,,,,,,,,,,,,,,,,,,,33.92834276,423738.21348315,,,,,,,,,,,,,,,,,,,,,,,,,73.92130559,,391.09085222,5776.835155523023,,992.59356068,,
2015-06-07,96.31411152,,,,,,,,,,,,,168.01467062,,190.612968,53.5723176,,,,,,,,,,,,,,,,,,,,,,,38.33132151,3191.61891194,,,,,,,,,,,,,,,,,,,,,,,,311.984181420399,19.47916816,,428.19452168,3394.091493623114,,1164.95200708,,
2015-06-08,63.59729463,,,,,,,,,,,,,159.64066508,,348.65457187,72.94455989,,,,,,,,,,,,,,,,,,,,,,,22.10538849,1901.61655244,,,,,,,,,,,,,,,,,,,,,,,,363.743949940918,10.53235604,,1434.14497563,1720.585733943249,,564.27046795,,
2015-06-09,60.37049585,,,,,,,,,,,,,117.72446876,,151.9345625,35.22302517,,,,,,,,,,,,,,,,,,,,,,,35.53421536,2109.05419059,,,,,,,,,,,,,,,,,,,,,,,,377.325629326355,26.97736319,,160.22626973,4677.092714122142,,104.54846127,,
2015-06-10,58.29378401,,,,,,,,,,,,,111.47860606,,206.86886068,61.68931871,,,,,,,,,,,,,,,,,,,,,,,25.46569939,2190.38092242,,,,,,,,,,,,,,,,,,,,,,,,6.755454658308,21.5473877,,873.87157255,2088.85191045666,,807.98785825,,
2015-06-11,56.4184437,,,,,,,,,,,,,250.11909213,,330.69939832,65.40346941,,,,,,,,,,,,,,,,,,,,,,,35.77906571,1516.39328508,,,,,,,,,,,,,,,,,,,,,,,,2747.323671892611,7.80145392,,739.27489881,3640.017727518803,,359.53255344,,
2015-06-12,60.1804019,,,,,,,,,,,,,159.03587702,,197.66592361,68.29760295,,,,,,,,,,,,,,,,,,,,,,,29.14325702,1701.88788772,,,,,,,,,,,,,,,,,,,,,,,,63.014189110559,29.76045558,,321.06596451,2865.272063124752,,588.46858334,,
2015-06-13,79.38711005,,,,,,,,,,,,,151.15032902,,202.00255242,52.74488989,,,,,,,,,,,,,,,,,,,,,,,28.09257985,22304.20956136,,,,,,,,,,,,,,,,,,,,,,,,989.721616681911,52.0423709,,207.73580685,5925.358733375546,,635.6374655,,
2015-06-14,76.29219338,,,,,,,,,,,,,90.90743025,,241.75479428,73.05842654,,,,,,,,,,,,,,,,,,,,,,,20.36656857,43314.74081164,,,,,,,,,,,,,,,,,,,,,,,,336.270454565044,23.75693612,,528.4515586,9097.47062994966,,316.82805083,,
2015-06-15,54.3763393,,,,,,,,,,,,,83.73909768,,441.88591902,69.28022343,,,,,,,,,,,,,,,,,,,,,,,18.1179303,240.43596059,,,,,,,,,,,,,,,,,,,,,,,,22.958361353807,34.85614327,,235.05556905,1785.14064500923,,917.53420372,,
2015-06-16,40.08691806,,,,,,,,,,,,,107.36097221,,156.99402253,61.22210843,,,,,,,,,,,,,,,,,,,,,,,9.47641879,1656.08145879,,,,,,,,,,,,,,,,,,,,,,,,20.718580566192,10.84832464,,168.01084535,1732.874329109063,,662.94306479,,
2015-06-17,43.54566973,,,,,,,,,,,,,113.23734502,,307.36556662,28.66097532,,,,,,,,,,,,,,,,,,,,,,,10.15169481,2239.34965931,,,,,,,,,,,,,,,,,,,,,,,,42.549969846777,10.2221398,,456.81377489,1277.169771538246,,232.75985507,,
2015-06-18,47.97706422,,,,,,,,,,,,,88.61392372,,300.89582082,52.53364146,,,,,,,,,,,,,,,,,,,,,,,14.09603354,1640.34235508,,,,,,,,,,,,,,,,,,,,,,,,148.519560366913,47.56084096,,1691.08182917,1996.94945336757,,418.33752032,,
2015-06-19,33.6473577,,,,,,,,,,,,,176.9104567,,169.81746528,60.18576397,,,,,,,,,,,,,,,,,,,,,,,13.7682459,1404.25606941,,,,,,,,,,,,,,,,,,,,,,,,70.617078561442,47.90843121,,351.37597821,1022.553381769741,,339.67679742,,
2015-06-20,77.96028972,,,,,,,,,,,,,184.33556029,,386.83955364,69.43544188,,,,,,,,,,,,,,,,,,,,,,,21.90567328,1688.62840299,,,,,,,,,,,,,,,,,,,,,,,,214.141444950684,122.54825427,,1573.75867156,2828.816420319913,,736.10636771,,
2015-06-21,90.11304396,,,,,,,,,,,,,142.02670574,,477.32160713,69.38986098,,,,,,,,,,,,,,,,,,,,,,,24.1162194,326.26360199,,,,,,,,,,,,,,,,,,,,,,,,3711.374095989481,97.04559459,,777.08547665,4509.610429811144,,256.90309918,,
2015-06-22,59.52674977,,,,,,,,,,,,,143.83977713,,168.45236917,73.74301651,,,,,,,,,,,,,,,,,,,,,,,22.89850535,3518.27668722,,,,,,,,,,,,,,,,,,,,,,,,3666.623433095147,86.25289531,,1347.83683226,3498.098791049742,,346.44271637,,
2015-06-23,64.80464021,,,,,,,,,,,,,156.69870207,,228.11973267,65.81519641,,,,,,,,,,,,,,,,,,,,,,,30.57851494,2714.62495726,,,,,,,,,,,,,,,,,,,,,,,,10249.659555152064,60.5952169,,746.40344289,2206.421698820823,,1174.83237123,,
2015-06-24,60.77515595,,,,,,,,,,,,,138.29221182,,177.0389303,55.37963147,,,,,,,,,,,,,,,,,,,,,,,20.24185472,2406.13139944,,,,,,,,,,,,,,,,,,,,,,,,0.89950497333,81.05792742,,258.4745616,1383.17277635653,,763.75389269,,
2015-06-25,66.32715859,,,,,,,,,,,,,156.14003381,,195.093802,65.3375022,,,,,,,,,,,,,,,,,,,,,,,22.42571894,15584.83407948,,,,,,,,,,,,,,,,,,,,,,,,7.547033594661,112.91459775,,521.17609138,2087.106329789444,,1197.78427216,,
2015-06-26,53.73766372,,,,,,,,,,,,,169.14319418,,399.66696077,67.63109477,,,,,,,,,,,,,,,,,,,,,,,28.98632155,3141.00189479,,,,,,,,,,,,,,,,,,,,,,,,101.199617079436,3.39830862,,434.00672395,625.53601642416,,1045.95196712,,
2015-06-27,77.41311294,,,,,,,,,,,,,87.90278249,,106.44578807,67.26831693,,,,,,,,,,,,,,,,,,,,,,,25.47764629,364.89217536,,,,,,,,,,,,,,,,,,,,,,,,10782.68512154042,173.54350775,,349.08299865,5042.061816557336,,722.3433121,,
2015-06-28,82.92359743,,,,,,,,,,,,,131.49548729,,159.68710494,64.78018657,,,,,,,,,,,,,,,,,,,,,,,20.89543482,210.80295304,,,,,,,,,,,,,,,,,,,,,,,,1286.461836592868,113.13318465,,809.47946752,11125.891126939074,,812.40298383,,
2015-06-29,51.82550729,,,,,,,,,,,,,162.49731932,,332.33974489,63.18145952,,,,,,,,,,,,,,,,,,,,,,,12.45853801,126.35157127,,,,,,,,,,,,,,,,,,,,,,,,1100.436491916355,91.00390032,,1259.53395322,413.068452800248,,521.36322718,,
2015-06-30,40.95315052,,,,,,,,,,,,,138.92710032,,322.56976745,68.98174889,,,,,,,,,,,,,,,,,,,,,,,9.65578703,218.55794157,,,,,,,,,,,,,,,,,,,,,,,,249.95572623499,1.85712658,,1383.20798413,728.875756534925,,405.22986869,,
